id,short_name,long_name,shape_id,route_id1,proof_of_payment,ft_mode,vehicle_name,route_id
686,ET701,ET701,210686,7701,0,local_bus,llocal_bus1,2_7701
423,MK890,890 LAKEMONT BLVD-I*,210423,1890,0,local_bus,llocal_bus1,2_1890
335,MK269,269 OVLK-SAHL-ISS NB,210335,1269,0,local_bus,llocal_bus1,2_1269
257,MK167,167 AU-KNT-405-UW NB,210257,1167,0,local_bus,llocal_bus1,2_1167
463,CT870,870 EDMONDS-UW SB,210463,3870,0,premium_bus,premium_bus1,2_3870
459,MK935,935 KENMR-KINGSGT,210459,1935,0,local_bus,llocal_bus1,2_1935
110,MK041,41 LKCTY-NGT-SCBD,210110,1041,0,local_bus,llocal_bus1,2_1041
711,KT026,26 WEST PARK,210711,4026,0,local_bus,llocal_bus1,2_4026
349,MK331,331 KENMOR-SHR CC,210349,1331,0,local_bus,llocal_bus1,2_1331
237,MK149,149 BLK DIA-RENTN,210237,1149,0,local_bus,llocal_bus1,2_1149
393,ST550,550 BELLVU-SEACBD,210393,6550,0,premium_bus,premium_bus1,2_6550
205,MK120,120 BUR-DELR-SCBD,210205,1120,0,local_bus,llocal_bus1,2_1120
568,PT053,53 UNIVERSITY PL,210568,2053,0,local_bus,llocal_bus1,2_2053
283,MK205,205 M I-1ST HL-UW,210283,1205,0,premium_bus,premium_bus1,2_1205
127,MK048,48 RAIN BC-LYL HT,210127,1048,0,local_bus,llocal_bus1,2_1048
496,CT240,240 STNWD-ARLNGTN,210496,3240,0,local_bus,llocal_bus1,2_3240
688,ET072,ET702,210688,7072,0,local_bus,llocal_bus1,2_7072
522,CT118,118 AUR VL-ASH WY,210522,3118,0,local_bus,llocal_bus1,2_3118
381,ST545,545 RED-SCBD-HLGT,210381,6545,0,premium_bus,premium_bus1,2_6545
554,ST586,586 UDistrict-Ta,210554,6586,0,premium_bus,premium_bus1,2_6586
301,MK230,230 KNGSG-BTC-RED,210301,1230,0,local_bus,llocal_bus1,2_1230
440,MK916,916 KENT-EAST HLL,210440,1916,0,local_bus,llocal_bus1,2_1916
273,MK183,183 FEDRL WY-KENT,210273,1183,0,local_bus,llocal_bus1,2_1183
482,CT414,414 MCOLM PR-SCBD,210482,3414,0,premium_bus,premium_bus1,2_3414
728,KT043,43 VIKING AVE,210728,4043,0,local_bus,llocal_bus1,2_4043
611,PT026,26 M L KING JR WY,210611,2026,0,local_bus,llocal_bus1,2_2026
9,MK003,3 N Q ANNE-MDRONA,210009,1003,0,local_bus,llocal_bus1,2_1003
162,MK072,72 LKC-I5-SCBD EX,210162,1072,0,premium_bus,premium_bus1,2_1072
37,MK011,11 MADISN PK-SCBD,210037,1011,0,local_bus,llocal_bus1,2_1011
539,CT101,101 MAR PR-AUR VL,210539,3101,0,local_bus,llocal_bus1,2_3101
316,MK240,240 BEL-NEWC-RENT,210316,1240,0,local_bus,llocal_bus1,2_1240
597,PT407,407 BON LK-PR RDG,210597,2407,0,local_bus,llocal_bus1,2_2407
214,MK125,125 SHWD-WTCT-SEA,210214,1125,0,local_bus,llocal_bus1,2_1125
666,RLLR,LightRail Sea-Se,210666,6011,0,light_rail,llight_rail1,2_6011
182,MK101,101 RENTN TC-SCBD,210182,1101,0,local_bus,llocal_bus1,2_1101
369,ST522,ST522b,210369,6522,0,premium_bus,premium_bus1,2_6522
674,ET002,2 BOEING-WALNUT SB,210674,7002,0,local_bus,llocal_bus1,2_7002
259,MK168,168 TIMBERLN-KENT,210259,1168,0,local_bus,llocal_bus1,2_1168
367,MK373,373 AURVL-15TH-UW,210367,1373,0,premium_bus,premium_bus1,2_1373
555,ST578,578 Seattle-Puya,210555,6578,0,premium_bus,premium_bus1,2_6578
228,MK134,134 BURIEN-SEACBD,210228,1134,0,local_bus,llocal_bus1,2_1134
149,MK067,67 NORTHGTE TC-UW,210149,1067,0,local_bus,llocal_bus1,2_1067
655,WFSBI,WSF SEA-BAINB ISL,210655,5005,0,ferry,ferry1,2_5005
244,MK153,153 KENT-RENTON NB,210244,1153,0,local_bus,llocal_bus1,2_1153
580,PT045,45 YAKIMA,210580,2045,0,local_bus,llocal_bus1,2_2045
291,MK213,213 N MERCER ISLN,210291,1213,0,local_bus,llocal_bus1,2_1213
508,CT200,LynwoodTC-SmokeyPoi*,210508,3200,0,local_bus,llocal_bus1,2_3200
540,PT061,61 NE TAC-BRWN PT,210540,2061,0,premium_bus,premium_bus1,2_2061
697,KT011,11 CROSSTOWN LTD ,210697,4011,0,premium_bus,premium_bus1,2_4011
426,MK903,903 TWN LK-FED TC,210426,1903,0,local_bus,llocal_bus1,2_1903
637,PT011,11 POINT DEFIANCE,210637,2011,0,local_bus,llocal_bus1,2_2011
358,MK348,348 RICH BCH-NGTE,210358,1348,0,local_bus,llocal_bus1,2_1348
